,T,Age,Sex,yo1,yo1CF,y1,y1CF,yo2,yo2CF,y2,y2CF,yo3,yo3CF,y3,y3CF
383,1,-1,-1,-85,75,-77.40897334967242,74.28867535037628,60,30,63.38887672746828,28.375122504093973,-130,30,-120.65923317961234,30.094316781256634
3,-1,-1,-1,75,-85,76.41966734232409,-86.59777133585581,30,60,28.477627485347202,58.72436258868068,30,-130,22.97871629800815,-128.29700077961175
338,1,-1,1,115,-105,119.95039744889807,-110.7462968116636,-120,-150,-121.34857768418912,-146.35140385199014,-120,40,-102.20330293817597,41.63386842229682
163,-1,1,-1,75,-85,65.80580900117123,-87.65973948643598,-70,-40,-74.04083117615131,-46.1140905616664,-70,150,-79.19256926162691,148.3274166878224
106,-1,1,1,-105,115,-111.81404015351721,111.893026460409,130,160,130.08947175747673,165.9742098614155,-60,160,-48.77040195320839,170.85698468001766
376,-1,1,1,-105,115,-106.64142236794169,121.28829517347583,130,160,141.422473518928,160.65684637003588,-60,160,-67.12156052642146,155.26748652203415
357,1,-1,-1,-85,75,-79.57432449381892,77.00384817552674,60,30,64.1887397371677,28.064725816356226,-130,30,-126.46954497108479,31.288528760226054
63,-1,-1,-1,75,-85,68.68065057485563,-86.30645596195149,30,60,37.44818120638611,63.80204686811281,30,-130,21.228384033011437,-136.7558110474533
183,-1,1,-1,75,-85,79.89461219974578,-80.9582268327478,-70,-40,-66.70947802410556,-37.23013634636464,-70,150,-70.17138607782834,149.46714649334467
272,-1,1,1,-105,115,-111.83848277857689,115.11949689084472,130,160,133.2879170882654,160.76688882252532,-60,160,-55.92850283578017,167.89542029746178
417,1,-1,-1,-85,75,-78.33507112681433,79.28825136733101,60,30,50.93336317208403,30.775275927589963,-130,30,-131.6938825242362,37.66849145004552
307,1,-1,-1,-85,75,-89.07266820077228,73.13600056522674,60,30,63.69352593225799,26.965514379907653,-130,30,-127.87619507757961,32.84799205094894
211,-1,1,-1,75,-85,76.04726106304689,-91.90860353278215,-70,-40,-68.7095384476684,-40.025656512192576,-70,150,-52.76948826395683,154.43643370999123
486,1,-1,1,115,-105,112.57405779125145,-95.28297757060889,-120,-150,-121.58090267182321,-148.17041661655452,-120,40,-110.92088283436503,42.93148713452366
249,1,-1,-1,-85,75,-75.64970677098502,70.6878100798833,60,30,58.67793842646231,29.666288977304276,-130,30,-125.64268120751157,32.684590794102824
236,-1,1,1,-105,115,-111.40559177650454,114.18126236330593,130,160,119.7260975792647,171.67547679077222,-60,160,-62.040882787535566,160.5861052473633
102,1,-1,1,115,-105,128.53541961421843,-102.43252789366367,-120,-150,-125.7372821959228,-146.4501220511793,-120,40,-119.24036200516713,33.819500844347345
47,-1,-1,-1,75,-85,77.58415305385444,-85.63131353545748,30,60,31.39194942055517,65.01397512770322,30,-130,23.3001861683597,-127.84928367808942
190,-1,1,1,-105,115,-104.73240622241721,119.47349412521855,130,160,126.38670089280538,164.52789232971855,-60,160,-56.94383888901356,163.70755952486908
62,-1,1,1,-105,115,-109.24075507159417,119.5357436139281,130,160,129.41829285909546,163.98723344540159,-60,160,-62.941160556254886,165.07188259767938
165,-1,1,-1,75,-85,87.4610949993039,-82.94407371133548,-70,-40,-68.63738002910472,-35.695252773974104,-70,150,-73.00674119310531,157.8599396749496
347,1,-1,-1,-85,75,-92.1129846048681,79.71587556789294,60,30,63.774223573921006,33.874389518375445,-130,30,-136.10225361144876,29.946183789542037
257,-1,1,-1,75,-85,81.9937252527538,-87.4788304029491,-70,-40,-79.05452545481725,-36.090532918814596,-70,150,-62.97354675357567,141.28256712687102
282,1,-1,1,115,-105,109.11562450518961,-103.11459236223703,-120,-150,-108.52656299325429,-155.33507003742125,-120,40,-110.58572832735234,48.68306603388221
431,1,1,-1,-85,75,-85.359087608708,79.20596997492851,-40,-70,-45.870915977233906,-65.86957116322817,150,-70,153.72042248935134,-74.98172139235218
331,1,-1,-1,-85,75,-83.33235650765825,83.09891546732354,60,30,60.88196611647373,29.878740456559726,-130,30,-133.84899434157623,41.92449707157901
59,-1,-1,-1,75,-85,74.22675192520984,-81.42879872364097,30,60,33.607561310342334,56.54573431420487,30,-130,26.12002437502643,-121.39236648347718
107,-1,1,-1,75,-85,70.08299783654155,-77.75534128645144,-70,-40,-71.83796591733545,-31.269360100602345,-70,150,-69.28477665900479,156.05659186239595
199,-1,1,-1,75,-85,76.39778929804991,-86.51212171823369,-70,-40,-68.88222962412992,-42.53894595515615,-70,150,-68.45874917192862,148.05227999675373
184,1,-1,1,115,-105,105.09863994257844,-104.23309285486287,-120,-150,-125.44886986828863,-147.3245774773337,-120,40,-110.07575864324738,43.820575446502694
366,-1,1,1,-105,115,-99.7366796621826,119.33061572340137,130,160,117.29362086218926,162.55845051594733,-60,160,-60.19076711512477,164.44412652013523
121,1,-1,-1,-85,75,-85.83709944390388,75.19359918949645,60,30,54.32544261559988,25.60231212741929,-130,30,-137.06862064818492,30.00814327241177
267,1,-1,-1,-85,75,-82.85275598603205,69.09663678479242,60,30,63.87269123784727,35.048951313838685,-130,30,-132.33064838795903,30.025546346953206
39,-1,-1,-1,75,-85,74.21804221255387,-93.46384790455257,30,60,32.45275247726517,65.55007960381636,30,-130,30.43181492154117,-136.8623288316599
296,-1,1,1,-105,115,-101.83503065627491,113.79100586742385,130,160,136.16025653404253,158.5376888042564,-60,160,-59.24890886111256,161.1712434546705
320,1,-1,1,115,-105,126.20453418594872,-105.99890836709426,-120,-150,-122.69693288977967,-149.72665032384188,-120,40,-119.3982997935948,39.230875861682584
61,-1,-1,-1,75,-85,75.511498798973,-80.5994787939324,30,60,34.356884340307964,73.13258214328255,30,-130,25.0890111580449,-139.38125770984317
449,1,-1,-1,-85,75,-83.80117206377255,68.22607778077281,60,30,50.83175967978878,29.88827100753912,-130,30,-139.97841816727598,26.337392251087387
330,-1,1,1,-105,115,-107.92308773960758,115.59093158943851,130,160,129.89781112001833,150.45445384031564,-60,160,-64.14033572279604,150.98473237106214
444,1,-1,1,115,-105,119.76310369500003,-95.05284356352281,-120,-150,-126.09520555018828,-149.23912223751435,-120,40,-117.6296525578422,42.290043446673394
189,-1,1,-1,75,-85,83.31467198585773,-79.991139071661,-70,-40,-71.02883730880042,-39.92629590797537,-70,150,-69.35390407587518,151.57000440453595
63,-1,1,-1,75,-85,69.63641311259038,-80.09720777541835,-70,-40,-73.25450033903746,-37.15342575812599,-70,150,-78.95680828851874,153.99704552614097
408,1,1,1,115,-105,117.25200983268553,-109.96761878939091,160,130,154.72193607621082,134.85497760400298,160,-60,156.37568778493616,-56.634542929080226
16,-1,-1,1,-105,115,-117.64061056048969,113.03507775999171,-150,-120,-138.4309582180079,-126.3618002645788,40,-120,33.49658234867547,-122.74237947459345
358,1,-1,1,115,-105,113.14186995690848,-101.59050740209459,-120,-150,-121.23318420642292,-142.59276213251349,-120,40,-122.03342501095442,39.61456675429097
179,-1,1,-1,75,-85,75.58971648611096,-88.60201844933509,-70,-40,-74.20631325144774,-33.87665202999513,-70,150,-71.38397283468414,158.7834702510302
387,-1,1,-1,75,-85,80.80175207525814,-87.6320879977788,-70,-40,-71.04455380544384,-33.110383199288925,-70,150,-67.70330688351727,147.31385509597555
73,-1,1,-1,75,-85,77.93590683559158,-75.42151207126528,-70,-40,-75.0089720574156,-37.63164445207323,-70,150,-69.64908232826735,161.050868232084
453,1,-1,-1,-85,75,-81.77043272351405,64.93695449624167,60,30,63.57710779614707,25.640929062431574,-130,30,-132.2675279553101,32.35697006274408
111,-1,1,-1,75,-85,70.56882678618668,-82.8974442395989,-70,-40,-72.35470326577743,-35.12741694593747,-70,150,-61.420080902152634,149.04133024185117
256,1,-1,1,115,-105,115.48941545554025,-104.41896516809531,-120,-150,-123.31778209050147,-146.88200785262248,-120,40,-119.3738715136598,41.597761351931304
25,-1,-1,-1,75,-85,74.17335731397137,-85.07542694288021,30,60,35.296294847745465,61.20328397658384,30,-130,27.842036481457157,-127.59692240969456
412,1,1,1,115,-105,118.82540695403456,-99.29935892886384,160,130,160.64432875569818,132.17615967582324,160,-60,160.98826175069632,-59.29539954735842
42,-1,1,1,-105,115,-106.39996494777112,117.56864273826578,130,160,132.22669710774838,165.8245195689035,-60,160,-66.38284308696169,155.35960665689404
9,-1,-1,-1,75,-85,82.093277212796,-90.70927829407024,30,60,32.60496717914536,60.76126093091553,30,-130,30.51543593853125,-129.09087815178117
43,-1,1,-1,75,-85,75.30598708471894,-85.8684228012536,-70,-40,-75.0632922471044,-34.02742896486966,-70,150,-68.87043654209802,153.58435225902068
144,1,-1,1,115,-105,109.81700324338279,-98.73221147104056,-120,-150,-119.26680519680147,-152.74228589928762,-120,40,-121.68523324503549,41.726432413233915
30,-1,1,1,-105,115,-104.81572713795607,103.99552028007479,130,160,127.43698603741196,159.0687894698197,-60,160,-56.373289340394706,156.92762119913985
368,-1,1,1,-105,115,-96.31084155370786,124.58957196221532,130,160,134.80957520440646,164.94818372101955,-60,160,-58.65829343053463,157.61736962357406
244,1,-1,1,115,-105,123.53520836255946,-109.89184372406862,-120,-150,-121.91597894415,-154.81134757553727,-120,40,-118.81215282374055,43.87589703364571
370,1,-1,1,115,-105,115.0170406945315,-99.905463078116,-120,-150,-109.24733508335886,-146.80793649483326,-120,40,-111.80498261232736,43.24306800666872
396,1,-1,1,115,-105,116.74330881588841,-97.18602125724425,-120,-150,-120.88386533056223,-137.79747124163396,-120,40,-120.94459370539451,45.57225745927221
304,1,-1,1,115,-105,110.41096622570218,-112.71794245268318,-120,-150,-125.27279974243349,-153.71131691218758,-120,40,-121.64588229043243,35.94172736800655
152,1,-1,1,115,-105,109.36594812791544,-92.73836077538203,-120,-150,-110.2221536818944,-151.14467311689873,-120,40,-127.33973839148364,31.036780856098655
36,-1,1,1,-105,115,-86.52928492044211,113.86470509182534,130,160,128.8198205540358,157.51763199768558,-60,160,-57.35169077255629,157.66063282582869
482,1,1,1,115,-105,114.92697183318619,-106.08088563527569,160,130,158.37095639565462,121.74914803138051,160,-60,152.42407923479502,-61.511064758441975
232,1,-1,1,115,-105,121.75825379783574,-107.34950189755835,-120,-150,-115.08997707583552,-137.48535394111593,-120,40,-123.54932871127914,35.8308119926191
191,1,-1,-1,-85,75,-86.37009136566644,72.75076161262844,60,30,58.88097914049205,32.29830384105843,-130,30,-126.23344860598696,25.528312311347914
390,-1,1,1,-105,115,-94.15961257713258,109.8995136023972,130,160,128.5136758976565,159.4999525587473,-60,160,-57.409466019465086,155.09743319980998
308,1,-1,1,115,-105,116.57368491294936,-94.09029403115599,-120,-150,-114.18431470621229,-160.4434879795073,-120,40,-112.63149360929336,24.655626641067094
222,1,-1,1,115,-105,119.03787228863055,-106.20288386152126,-120,-150,-120.12057730299144,-159.22525177004044,-120,40,-113.10555887138052,37.55614853664718
93,-1,-1,-1,75,-85,75.9144179388723,-92.09197141647498,30,60,38.407722888825525,53.71102336521682,30,-130,16.521586836740255,-135.33637091092365
345,-1,1,-1,75,-85,75.55700034883436,-83.90568988109592,-70,-40,-69.22142773487977,-47.30749071590609,-70,150,-75.25001104585891,151.22039625164908
392,1,-1,1,115,-105,117.52628210916403,-98.28543802197234,-120,-150,-116.38794378191368,-143.23776182568565,-120,40,-120.33988116144124,42.06462622378235
325,1,-1,-1,-85,75,-77.46371462558757,77.60370319437232,60,30,63.35057013766015,28.592273722480535,-130,30,-134.7243599749433,37.490864175395814
481,1,-1,-1,-85,75,-87.2417110002897,84.69082936943764,60,30,59.52147949828606,30.906858083846846,-130,30,-138.3547469361591,36.24112419427568
32,-1,1,1,-105,115,-108.1718589714989,120.38486659865167,130,160,122.27993215648947,157.07010110040002,-60,160,-59.579873388794745,153.03757243774007
194,-1,1,1,-105,115,-104.94136408638191,116.44033050834757,130,160,124.89161119660432,143.27274263439566,-60,160,-60.781663604605804,164.49853760307442
196,-1,1,1,-105,115,-106.76880591332049,116.41654268994115,130,160,127.10577297663222,154.28837504696514,-60,160,-63.94861456260539,155.76872782372402
182,-1,1,1,-105,115,-101.72558545993054,117.76233809713747,130,160,128.51324539593966,165.32207267214633,-60,160,-61.90828000195867,156.9173266437128
358,-1,1,1,-105,115,-95.10827200340759,108.92303396829944,130,160,125.86645510289831,151.95283910428526,-60,160,-70.39610286645578,147.9392780714226
150,1,-1,1,115,-105,117.03355726601191,-100.3987709323435,-120,-150,-110.32103980880579,-149.40324448115314,-120,40,-120.33380594292746,40.983181664013706
12,-1,-1,1,-105,115,-102.7322669023418,117.57864250023997,-150,-120,-153.6879147396,-122.61818831922777,40,-120,37.89150820447413,-130.8534618945814
239,1,-1,-1,-85,75,-87.54806076950501,81.77718326001248,60,30,61.96400004376827,22.86326764600446,-130,30,-123.58352035349864,27.729043842808803
41,-1,-1,-1,75,-85,68.30769539405742,-85.5669515107527,30,60,30.021183083638892,62.028278068750375,30,-130,31.051878502790068,-135.3853875837458
94,-1,1,1,-105,115,-111.49532302732317,107.56943520786615,130,160,133.9127257678704,162.30355194413053,-60,160,-60.41400048100745,164.49607139614764
416,1,-1,1,115,-105,113.04292262101335,-102.66421157397333,-120,-150,-121.96154244916234,-152.20275132247116,-120,40,-109.10287348022838,41.37170772378749
118,1,-1,1,115,-105,119.03354675575177,-107.01650964133493,-120,-150,-127.98737919488124,-156.80554738620458,-120,40,-120.22035500801056,37.59257668525228
478,1,1,1,115,-105,126.09304290309181,-93.58148757956602,160,130,161.59596584242246,124.15086558491842,160,-60,155.2415477076303,-56.09688937623297
380,1,-1,1,115,-105,122.71567880638233,-108.41538539298459,-120,-150,-122.30168620397708,-146.83552400172132,-120,40,-123.1848479552617,38.82906345725465
21,-1,-1,-1,75,-85,75.68949395795528,-88.32937382719015,30,60,32.21125849270423,58.27813816969867,30,-130,33.659653401895106,-138.61488287372543
252,1,-1,1,115,-105,119.43351307422786,-102.95644953854911,-120,-150,-123.6492061582235,-155.25795940463246,-120,40,-108.9141470149423,36.62515478409358
450,1,-1,1,115,-105,109.4194956534947,-98.52994303991497,-120,-150,-125.1852234650488,-147.33281727749204,-120,40,-118.85473704240205,38.96982987377787
180,-1,1,1,-105,115,-103.23236998915893,109.46068087802442,130,160,130.137133758666,161.25067382578447,-60,160,-60.123782058942226,161.1242192878864
487,1,-1,-1,-85,75,-80.68570497505382,78.90185122381918,60,30,55.14092017142249,32.81629593339467,-130,30,-128.09165391835552,28.952750617171773
14,-1,1,1,-105,115,-112.7501981948043,114.0586926641751,130,160,128.51846728601345,161.3268529934544,-60,160,-63.95252228059502,163.60255925861364
363,1,-1,-1,-85,75,-76.28351140251989,79.94355011938862,60,30,50.65272793648039,27.98774863123193,-130,30,-134.75449943705215,27.46241282090677
