,T,Age,AgeTag,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
118,1.0,0.38,-1.0,1.0,195.0,195.0,-65.0,-65.0,153.2,153.2,83.2,83.2,153.2,153.2,11.0,11.0
364,1.0,0.3,-1.0,-1.0,-125.0,-125.0,-5.0,-5.0,-45.0,-45.0,-115.0,-115.0,12.0,12.0,-115.0,-115.0
417,-1.0,0.36,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-118.0,-118.0,-48.0,-48.0,-118.0,-118.0,20.399999999999995,20.399999999999995
495,-1.0,0.42,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-121.0,-121.0,-51.0,-51.0,-121.0,-121.0,28.799999999999997,28.799999999999997
239,-1.0,0.3,-1.0,1.0,-65.0,-65.0,195.0,195.0,72.0,72.0,142.0,142.0,15.0,15.0,142.0,142.0
94,1.0,0.4,-1.0,1.0,195.0,195.0,-65.0,-65.0,156.0,156.0,86.0,86.0,156.0,156.0,10.0,10.0
469,-1.0,0.4,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-120.0,-120.0,-50.0,-50.0,-120.0,-120.0,26.0,26.0
221,-1.0,0.44,-1.0,1.0,-65.0,-65.0,195.0,195.0,91.6,91.6,161.6,161.6,8.0,8.0,161.6,161.6
73,1.0,0.48,-1.0,1.0,195.0,195.0,-65.0,-65.0,167.2,167.2,97.19999999999999,97.19999999999999,167.2,167.2,5.999999999999993,5.999999999999993
423,-1.0,0.48,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-124.0,-124.0,-54.0,-54.0,-124.0,-124.0,37.2,37.2
223,-1.0,0.48,-1.0,1.0,-65.0,-65.0,195.0,195.0,97.19999999999999,97.19999999999999,167.2,167.2,5.999999999999993,5.999999999999993,167.2,167.2
274,1.0,0.5,-1.0,-1.0,-125.0,-125.0,-5.0,-5.0,-55.0,-55.0,-125.0,-125.0,40.0,40.0,-125.0,-125.0
168,-1.0,0.38,-1.0,1.0,-65.0,-65.0,195.0,195.0,83.2,83.2,153.2,153.2,11.0,11.0,153.2,153.2
390,-1.0,0.32,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-116.0,-116.0,-46.0,-46.0,-116.0,-116.0,14.800000000000002,14.800000000000002
23,1.0,0.48,-1.0,1.0,195.0,195.0,-65.0,-65.0,167.2,167.2,97.19999999999999,97.19999999999999,167.2,167.2,5.999999999999993,5.999999999999993
218,-1.0,0.38,-1.0,1.0,-65.0,-65.0,195.0,195.0,83.2,83.2,153.2,153.2,11.0,11.0,153.2,153.2
108,1.0,0.18,-1.0,1.0,195.0,195.0,-65.0,-65.0,125.19999999999999,125.19999999999999,55.2,55.2,125.19999999999999,125.19999999999999,21.000000000000004,21.000000000000004
462,-1.0,0.26,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-113.0,-113.0,-43.0,-43.0,-113.0,-113.0,6.400000000000002,6.400000000000002
249,-1.0,0.5,-1.0,1.0,-65.0,-65.0,195.0,195.0,100.0,100.0,170.0,170.0,5.0,5.0,170.0,170.0
6,1.0,0.14,-1.0,1.0,195.0,195.0,-65.0,-65.0,119.6,119.6,49.599999999999994,49.599999999999994,119.6,119.6,22.999999999999996,22.999999999999996
50,1.0,0.02,-1.0,1.0,195.0,195.0,-65.0,-65.0,102.80000000000001,102.80000000000001,32.8,32.8,102.80000000000001,102.80000000000001,29.0,29.0
78,1.0,0.08,-1.0,1.0,195.0,195.0,-65.0,-65.0,111.19999999999999,111.19999999999999,41.2,41.2,111.19999999999999,111.19999999999999,26.0,26.0
406,-1.0,0.14,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-107.0,-107.0,-37.0,-37.0,-107.0,-107.0,-10.399999999999999,-10.399999999999999
365,1.0,0.32,-1.0,-1.0,-125.0,-125.0,-5.0,-5.0,-46.0,-46.0,-116.0,-116.0,14.800000000000002,14.800000000000002,-116.0,-116.0
220,-1.0,0.42,-1.0,1.0,-65.0,-65.0,195.0,195.0,88.8,88.8,158.8,158.8,9.0,9.0,158.8,158.8
22,1.0,0.46,-1.0,1.0,195.0,195.0,-65.0,-65.0,164.4,164.4,94.4,94.4,164.4,164.4,7.0,7.0
244,-1.0,0.4,-1.0,1.0,-65.0,-65.0,195.0,195.0,86.0,86.0,156.0,156.0,10.0,10.0,156.0,156.0
117,1.0,0.36,-1.0,1.0,195.0,195.0,-65.0,-65.0,150.4,150.4,80.4,80.4,150.4,150.4,12.000000000000007,12.000000000000007
321,1.0,0.44,-1.0,-1.0,-125.0,-125.0,-5.0,-5.0,-52.0,-52.0,-122.0,-122.0,31.599999999999998,31.599999999999998,-122.0,-122.0
74,1.0,0.5,-1.0,1.0,195.0,195.0,-65.0,-65.0,170.0,170.0,100.0,100.0,170.0,170.0,5.0,5.0
207,-1.0,0.16,-1.0,1.0,-65.0,-65.0,195.0,195.0,52.400000000000006,52.400000000000006,122.4,122.4,22.0,22.0,122.4,122.4
375,-1.0,0.02,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-101.0,-101.0,-31.0,-31.0,-101.0,-101.0,-27.200000000000003,-27.200000000000003
487,-1.0,0.26,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-113.0,-113.0,-43.0,-43.0,-113.0,-113.0,6.400000000000002,6.400000000000002
318,1.0,0.38,-1.0,-1.0,-125.0,-125.0,-5.0,-5.0,-49.0,-49.0,-119.0,-119.0,23.200000000000003,23.200000000000003,-119.0,-119.0
136,-1.0,0.24,-1.0,1.0,-65.0,-65.0,195.0,195.0,63.599999999999994,63.599999999999994,133.6,133.6,17.999999999999996,17.999999999999996,133.6,133.6
41,1.0,0.34,-1.0,1.0,195.0,195.0,-65.0,-65.0,147.6,147.6,77.6,77.6,147.6,147.6,12.999999999999993,12.999999999999993
429,-1.0,0.1,-1.0,-1.0,-5.0,-5.0,-125.0,-125.0,-105.0,-105.0,-35.0,-35.0,-105.0,-105.0,-16.0,-16.0
31,1.0,0.14,-1.0,1.0,195.0,195.0,-65.0,-65.0,119.6,119.6,49.599999999999994,49.599999999999994,119.6,119.6,22.999999999999996,22.999999999999996
