,T,Age,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
229,1,-1,-1,-85,-86.14089504442579,75,83.2316495052956,60,58.94806235688793,30,24.44387302017292,-130,-138.93702812528963,30,20.7674451811488
350,1,-1,1,115,109.70760770262575,-105,-104.2679712480329,-120,-119.30125895025269,-150,-139.68660877379335,-120,-123.92456092537547,40,28.8887705719986
203,1,-1,-1,-85,-76.43930865243547,75,79.94824404799876,60,60.34091524609686,30,31.053716936780763,-130,-134.73397949659244,30,27.338833673902936
483,1,-1,-1,-85,-89.81533824473611,75,69.73662173226589,60,53.67838975543303,30,38.406556013348656,-130,-132.7535742500385,30,23.011002324492342
409,1,-1,-1,-85,-86.05642208403002,75,79.92642252159743,60,52.65521810376957,30,30.640085735236937,-130,-123.33681645296787,30,28.195571733260913
413,1,-1,-1,-85,-83.7216927238501,75,75.16329415401168,60,57.18155894596067,30,35.322453369966716,-130,-124.19824908422278,30,34.407314541141695
441,1,-1,-1,-85,-89.59756778917942,75,73.57851306582576,60,53.86715610853528,30,35.348445707168906,-130,-125.19803849919874,30,31.370086300817242
132,1,-1,1,115,114.11180074003516,-105,-112.29467448558488,-120,-121.31065035033374,-150,-152.0594242883401,-120,-129.1701408720889,40,32.083553649003555
255,1,-1,-1,-85,-88.58045961466958,75,72.86901548231326,60,55.60775893922346,30,34.175117728023565,-130,-122.52700004696325,30,30.149494635828336
492,1,-1,1,115,118.95044059532299,-105,-108.47680414336963,-120,-122.23231037403887,-150,-144.71990558925108,-120,-123.68571577149214,40,45.859590528190026
69,1,-1,-1,-85,-84.14529597942338,75,75.99009674835688,60,58.944583266326006,30,17.96963619485659,-130,-123.74765761397094,30,33.94627616402474
454,1,-1,1,115,110.02922718599659,-105,-109.28059026673078,-120,-126.03570225992982,-150,-144.90396009191792,-120,-124.31642414284036,40,36.98507289462718
10,-1,-1,1,-105,-115.52788189039441,115,115.23605516842336,-150,-146.41007228282345,-120,-132.85534219579264,40,46.01392839892968,-120,-118.30902060751768
109,1,-1,-1,-85,-85.2416630014009,75,71.08649080580707,60,55.33013707328956,30,27.786893540779403,-130,-142.3222393187611,30,35.78161436907569
426,1,-1,1,115,113.2222741045698,-105,-109.53060354106333,-120,-121.75125362756083,-150,-146.8613160821481,-120,-116.44579912475241,40,44.32165138733656
341,1,-1,-1,-85,-91.51437749261959,75,77.04801229621557,60,50.467574250878044,30,25.33136290681088,-130,-125.8028729688876,30,28.000374464480718
410,1,-1,1,115,118.24630327434168,-105,-105.73935011445259,-120,-123.93765789798096,-150,-145.2138880903336,-120,-117.83652101925378,40,36.57476386378936
333,1,-1,-1,-85,-79.92395329410671,75,72.6761617325561,60,66.89707773643742,30,29.406915004039455,-130,-123.72366511425429,30,31.20205609196022
160,1,-1,1,115,107.68076868239893,-105,-105.48043687111422,-120,-118.29853552204264,-150,-151.52274135014403,-120,-116.22843192944127,40,47.20384574730605
422,1,-1,1,115,117.57971380378558,-105,-106.10928331420409,-120,-118.49935229129174,-150,-152.46093959526536,-120,-117.18988145665206,40,43.94592050670398
194,1,-1,1,115,119.90755361137721,-105,-108.56152385185972,-120,-121.5396483891121,-150,-150.38567501034856,-120,-121.81571804916213,40,47.00350309114539
251,1,-1,-1,-85,-77.72421351271602,75,79.68633183114443,60,67.87923663717157,30,36.72626202582975,-130,-128.78342787539594,30,28.443257025389194
314,1,-1,1,115,117.03928617840958,-105,-101.60344216837885,-120,-114.352521176872,-150,-146.37875504633658,-120,-129.04260598819474,40,29.719504350829023
121,1,-1,-1,-85,-85.41361204915776,75,75.78827540563017,60,63.592200174860395,30,38.66162176879338,-130,-132.00587986014745,30,36.90623679537277
414,1,-1,1,115,108.35997323058841,-105,-103.54433046330551,-120,-123.21220844361108,-150,-151.46239664765022,-120,-110.18692205389138,40,36.515090419835516
7,-1,-1,-1,75,75.07152586019906,-85,-83.6359533563092,30,24.00238335178837,60,59.68663830175076,30,25.611427747699803,-130,-121.04171963000294
400,1,-1,1,115,118.35859570330173,-105,-99.696635166734,-120,-113.46980299400563,-150,-145.6338150845396,-120,-119.60159515385921,40,39.713696561413684
195,1,-1,-1,-85,-83.16101202818959,75,77.94952359970321,60,60.06562043845238,30,27.92892759482969,-130,-129.7954778669935,30,35.76699436316366
54,1,-1,1,115,110.36388678639634,-105,-108.34269942611482,-120,-115.16889472767336,-150,-144.3386158498597,-120,-113.78372593102821,40,36.99575255616738
244,1,-1,1,115,125.0972769370383,-105,-113.11329379847103,-120,-116.58629186862414,-150,-150.9316539754939,-120,-133.30035126777372,40,39.107316322180864
293,1,-1,-1,-85,-82.42256400743842,75,78.80658459902683,60,59.68317329488853,30,26.509514534953638,-130,-134.83151226989258,30,30.993727916773857
238,1,-1,1,115,116.03340642286793,-105,-108.02696778730711,-120,-114.64400935113717,-150,-158.1078333786997,-120,-119.03447608130689,40,39.011774988449304
143,1,-1,-1,-85,-77.2642368776727,75,76.87484722287003,60,59.93123013441763,30,26.798173648535457,-130,-127.31659517686063,30,28.30549278492071
56,1,-1,1,115,122.33409321816154,-105,-106.92477332496628,-120,-121.99532352204119,-150,-148.58192312331562,-120,-121.41830247277076,40,40.324372420546425
379,1,-1,-1,-85,-79.41560677035878,75,65.68999577799676,60,58.534484021327096,30,26.16507825835442,-130,-121.85181377111765,30,31.58361605842361
206,1,-1,1,115,121.50519583763922,-105,-110.19825306805826,-120,-122.64484159553969,-150,-146.9278085460873,-120,-128.19397063375774,40,37.242930329937415
183,1,-1,-1,-85,-94.65399917430068,75,73.55661908794765,60,58.91571615570887,30,23.776315262538375,-130,-133.24958587162476,30,16.589515135621703
248,1,-1,1,115,118.73300681268559,-105,-106.88411029966339,-120,-118.49099760524376,-150,-148.4980486535226,-120,-119.26581580427103,40,45.12087150492707
260,1,-1,1,115,117.74224299293525,-105,-102.67710808194414,-120,-115.70860523802457,-150,-148.87307085681076,-120,-115.36813997961636,40,36.939826871689995
285,1,-1,-1,-85,-82.18031949560026,75,73.61455654794516,60,65.80110233043625,30,24.02916632421356,-130,-126.53036121941021,30,34.16371149861608
34,1,-1,1,115,115.0916140816412,-105,-111.5570307341051,-120,-120.47640066446873,-150,-152.36991162839607,-120,-123.27186566081082,40,39.977446128277734
202,1,-1,1,115,110.54423678609497,-105,-111.63238333752926,-120,-111.20857150367597,-150,-145.6304234589279,-120,-115.770699581734,40,36.979679068427224
140,1,-1,1,115,126.79680882083173,-105,-110.02075516247595,-120,-113.3676471996028,-150,-146.94366089499985,-120,-120.88676669006614,40,40.42370294880235
35,1,-1,-1,-85,-84.34659211203162,75,61.7115974390765,60,59.16695025269783,30,24.65559326350788,-130,-130.86881826043663,30,30.68761878634946
153,1,-1,-1,-85,-82.67206675934294,75,69.13672588086412,60,60.02544415497954,30,32.41565013599543,-130,-141.58021456369568,30,19.43185815171784
459,1,-1,-1,-85,-88.4661719486805,75,75.00586129690224,60,61.42236458665589,30,34.353349680179235,-130,-127.80307153666129,30,23.79732453926737
250,1,-1,1,115,118.91859170101068,-105,-103.4425416632174,-120,-129.2057991386292,-150,-150.5037097086663,-120,-116.2121221127769,40,44.0190244395162
13,-1,-1,-1,75,80.10338243653852,-85,-80.96668740305417,30,30.143832428356884,60,66.98158422826648,30,31.893683677060608,-130,-133.35576871648522
103,1,-1,-1,-85,-89.14906227678145,75,70.98098748831872,60,55.91392235663212,30,31.24707763932743,-130,-127.9758983474521,30,32.368408706085916
84,1,-1,1,115,117.81326974602251,-105,-99.17944372950151,-120,-114.24791950323198,-150,-142.3884446610104,-120,-119.01212757142386,40,44.164381409812236
296,1,-1,1,115,112.62479075555655,-105,-111.24700485025744,-120,-119.83361107128803,-150,-150.97387626928906,-120,-124.64004974744851,40,42.755485440913375
176,1,-1,1,115,122.6498192682992,-105,-113.16619955313416,-120,-115.25228678132783,-150,-151.0297307272319,-120,-117.75262498903457,40,29.506756337436137
363,1,-1,-1,-85,-88.22999629322871,75,83.37236607703329,60,47.83017649886009,30,30.657210618740176,-130,-131.4180247207986,30,30.42730632962733
236,1,-1,1,115,115.87145330053882,-105,-92.87931143753673,-120,-115.45431016803785,-150,-142.1559351402799,-120,-111.5703930164951,40,39.200704925473474
364,1,-1,1,115,124.16680760405326,-105,-118.721832155897,-120,-118.85407077739741,-150,-147.38425683821782,-120,-117.92076254193385,40,48.576122486274585
274,1,-1,1,115,113.90218155834154,-105,-98.83044799621149,-120,-123.10201953052906,-150,-162.37099395034437,-120,-117.30353069556452,40,35.463105932200605
78,1,-1,1,115,117.97844593678072,-105,-106.80672724166973,-120,-120.5985052375016,-150,-151.26692668923667,-120,-124.03924143235729,40,41.172961745192275
41,1,-1,-1,-85,-82.65138700318779,75,72.75828227237227,60,70.36832799978411,30,23.46864107905813,-130,-129.9961150574106,30,30.83123303031775
338,1,-1,1,115,110.91656794372538,-105,-107.73188210475264,-120,-119.1839812115331,-150,-158.74551356122996,-120,-122.14917349541348,40,42.642969499132604
497,1,-1,-1,-85,-90.47860072728807,75,67.75394428823441,60,63.941453925148686,30,30.241837916528006,-130,-126.7429604540483,30,26.866613589517073
226,1,-1,1,115,110.22537782102725,-105,-96.4872455303104,-120,-115.73940084795032,-150,-141.4426928371674,-120,-121.35672634985953,40,41.24353937350672
217,1,-1,-1,-85,-87.02571215207239,75,77.94819403914568,60,69.72087035785097,30,25.454185358775156,-130,-127.26019233623572,30,25.631609903565412
469,1,-1,-1,-85,-90.66929407307487,75,68.51725868205152,60,66.97611625668327,30,40.31944707057667,-130,-129.24968048755542,30,23.874725149408455
378,1,-1,1,115,121.74773430630466,-105,-102.16716943475457,-120,-120.63586867521958,-150,-150.7803792990814,-120,-123.87521395832668,40,33.145931239877065
458,1,-1,1,115,117.9146231618592,-105,-101.41299637439174,-120,-112.21626139889003,-150,-149.42955347010133,-120,-115.9764746163481,40,38.56898985199144
79,1,-1,-1,-85,-85.16551784444634,75,70.67372422744967,60,64.52355685415486,30,37.87285226325752,-130,-126.82231731780021,30,33.07758752816049
264,1,-1,1,115,112.7964646279632,-105,-99.10076361442545,-120,-124.06033158934055,-150,-154.22897523773145,-120,-122.1825118290347,40,33.2818834845836
448,1,-1,1,115,118.56357802359648,-105,-102.8395707049265,-120,-122.98776540522758,-150,-151.99095585030608,-120,-118.96824306615824,40,40.746945258632984
312,1,-1,1,115,117.60371632050726,-105,-107.54803650422387,-120,-121.70279665595618,-150,-146.36837069779187,-120,-127.91082055193156,40,37.873254138025416
467,1,-1,-1,-85,-85.63059052212604,75,70.46219534297067,60,56.67182749170161,30,25.69005040941759,-130,-129.30463969787826,30,29.774502539164242
18,-1,-1,1,-105,-103.48720293275333,115,118.23188858099037,-150,-145.86493566774507,-120,-121.62482441726601,40,37.92138145640321,-120,-121.99372232989641
282,1,-1,1,115,109.76589675086264,-105,-105.24851656638347,-120,-121.91924045838391,-150,-150.99146787682943,-120,-121.65669988061525,40,43.63317896073818
122,1,-1,1,115,118.44791666578023,-105,-104.14951644839721,-120,-135.7033783053126,-150,-148.52760309985996,-120,-119.5665835209385,40,48.886779371403755
136,1,-1,1,115,117.7246782292589,-105,-119.49481806442472,-120,-114.70698774566601,-150,-154.91325024560905,-120,-122.76645275106982,40,35.43078791638861
198,1,-1,1,115,114.55521739297359,-105,-101.89336481470791,-120,-131.35424912053006,-150,-147.22007610943353,-120,-112.16924071219418,40,46.67313343206541
266,1,-1,1,115,112.39403171335529,-105,-104.23151316162601,-120,-129.01822428689596,-150,-157.24791022186668,-120,-123.89330617274881,40,40.62996204238818
325,1,-1,-1,-85,-87.48524146941129,75,69.3499251099026,60,58.989415804807855,30,35.42220964510858,-130,-133.87432948879132,30,32.19588769513913
120,1,-1,1,115,115.00187311040297,-105,-108.3901546657465,-120,-112.10774903131569,-150,-144.5902909325477,-120,-121.74798744398062,40,42.85412334112127
241,1,-1,-1,-85,-88.07681827559875,75,72.2899582500294,60,60.68820649746401,30,27.253041086282558,-130,-127.05908309100568,30,30.82136484186959
38,1,-1,1,115,112.69944487230065,-105,-107.65723886075166,-120,-113.28700042001579,-150,-146.47208904408384,-120,-123.94418103277239,40,34.41378761482621
372,1,-1,1,115,110.17416921804246,-105,-104.78248793067367,-120,-121.5017467038831,-150,-148.77008801929813,-120,-116.2580214591167,40,38.24515241028925
71,1,-1,-1,-85,-88.27277099589799,75,69.76632795279812,60,64.16350137016033,30,35.66436475405387,-130,-136.8911915007252,30,36.490116950764566
124,1,-1,1,115,108.95399487244572,-105,-109.17327548433775,-120,-122.7033609708526,-150,-155.3959504567572,-120,-119.01953237513332,40,34.017178165396345
199,1,-1,-1,-85,-88.34555887882726,75,72.10235396431518,60,61.672821646107664,30,28.607084571991955,-130,-120.28032181827727,30,22.670211347093957
138,1,-1,1,115,110.79630624897156,-105,-107.26207157980713,-120,-119.59402360620419,-150,-154.10151857566393,-120,-118.82211157317577,40,49.35443616747338
304,1,-1,1,115,122.04525602428548,-105,-108.45160909905908,-120,-123.21726886589009,-150,-150.59433041207845,-120,-132.02118822346864,40,41.716123596472734
130,1,-1,1,115,108.22773895199902,-105,-103.17858127713936,-120,-112.53737694982905,-150,-147.4085949116915,-120,-129.90577081391365,40,33.51421708818167
382,1,-1,1,115,119.15196779280885,-105,-107.89164358455928,-120,-121.11693333630444,-150,-151.16184201139006,-120,-119.8442007133504,40,46.43720642146857
433,1,-1,-1,-85,-90.6242319395904,75,82.6006671964357,60,60.02217975998004,30,32.53082425848862,-130,-122.60890483499995,30,36.176631730281755
170,1,-1,1,115,119.07591581452357,-105,-109.49142361755125,-120,-119.73918530735702,-150,-150.10105116151865,-120,-121.53627221441133,40,43.340572080681795
197,1,-1,-1,-85,-78.29998858116758,75,64.76501053964512,60,60.03237491849229,30,29.725563526001054,-130,-134.1713401598489,30,26.960231992121706
11,-1,-1,-1,75,70.11442093049016,-85,-91.38000082273568,30,26.624241582237122,60,63.494712684026034,30,35.93169970051468,-130,-134.2897084601453
21,1,-1,-1,-85,-91.251237200525,75,77.93060312121949,60,56.67283924410604,30,35.33658197021143,-130,-124.21100793076687,30,33.69698027298462
200,1,-1,1,115,114.92926919183328,-105,-108.92953806419608,-120,-120.80868795698488,-150,-154.03399208655733,-120,-120.9152241693544,40,43.27396992099128
456,1,-1,1,115,111.56405589711252,-105,-102.8482732830227,-120,-117.47419454210703,-150,-144.8158727184236,-120,-127.98915070608766,40,29.72149606684093
437,1,-1,-1,-85,-81.84126115893713,75,73.57548234017841,60,69.51605662514986,30,38.7712241051102,-130,-122.87373271438271,30,28.972440553191817
377,1,-1,-1,-85,-84.93717574793088,75,80.83977034769065,60,61.73762118186905,30,32.67151485267284,-130,-128.38843112476457,30,31.359743421996328
332,1,-1,1,115,117.31567867776073,-105,-106.81046008626005,-120,-113.79631396476438,-150,-156.0871056234285,-120,-115.91274763885741,40,46.018461661901746
115,1,-1,-1,-85,-84.62987376880659,75,69.43276919960628,60,50.99166575127019,30,24.200372539820986,-130,-135.19031021489434,30,31.57033676658449
25,1,-1,-1,-85,-90.0280684027505,75,73.01746040373828,60,58.60452721029159,30,31.779683083770742,-130,-139.7055441206407,30,24.85442652680696
300,1,-1,1,115,114.05507050544371,-105,-102.21185780234154,-120,-127.30500775745375,-150,-147.8646107300317,-120,-119.09027748652501,40,45.842075211434754
129,1,-1,-1,-85,-86.85263889098412,75,79.30667015110976,60,57.693743522334174,30,37.03061949210477,-130,-131.67884643444793,30,43.071123725759826
315,1,-1,-1,-85,-84.80542175559222,75,75.05238284744212,60,48.79621812078996,30,23.13388098457109,-130,-130.22511521979015,30,29.57280905995464
406,1,-1,1,115,112.89408258659279,-105,-106.35319653627168,-120,-122.38006504437462,-150,-156.5295909093075,-120,-120.88100554444961,40,44.86611965416149
27,1,-1,-1,-85,-83.02001203417379,75,84.75121797900381,60,65.7464126464331,30,25.585038694799337,-130,-132.81339363412945,30,33.88302007096925
344,1,-1,1,115,118.89998864132195,-105,-105.06658202058554,-120,-122.28632267841347,-150,-150.53124018213452,-120,-125.36961032318351,40,39.69727261450261
245,1,-1,-1,-85,-81.99359472890896,75,70.54762167802583,60,53.801024551548146,30,31.16135173297974,-130,-135.45256022027323,30,30.551467222155658
88,1,-1,1,115,116.03412151023494,-105,-97.4954169036627,-120,-129.4243699920255,-150,-137.3370470462288,-120,-124.85610681035564,40,39.91046730993578
442,1,-1,1,115,113.62390438724371,-105,-110.23602694526488,-120,-118.46544166234226,-150,-139.51759393628018,-120,-119.88126772136349,40,35.72942590943941
223,1,-1,-1,-85,-85.08646647118034,75,70.2162035074486,60,55.31370644732781,30,37.651694053157215,-130,-124.55501300563853,30,37.39666520868418
150,1,-1,1,115,113.39319855832582,-105,-101.04413607613829,-120,-118.49328805571038,-150,-153.36632347041626,-120,-122.00139973201867,40,45.36783703227801
125,1,-1,-1,-85,-87.50744580275128,75,74.66568778393122,60,56.303237636758496,30,38.2205656812763,-130,-121.35660389189934,30,25.618954934878758
201,1,-1,-1,-85,-84.29244696049386,75,79.03200633589881,60,66.12727097438568,30,22.144291567802064,-130,-136.05904360642384,30,24.79910659825988
28,1,-1,1,115,104.00186386690984,-105,-110.7830376595984,-120,-117.0394260143838,-150,-149.80870505410698,-120,-125.33589597555907,40,41.999084364478335
289,1,-1,-1,-85,-77.78064839638151,75,75.52262753784001,60,62.92120656482264,30,27.3315609204874,-130,-137.01796536225538,30,29.10466579153607
91,1,-1,-1,-85,-92.3470816597331,75,71.98285755178398,60,60.20061885680569,30,36.69156504224075,-130,-136.4514802002051,30,30.046245014475808
269,1,-1,-1,-85,-86.73770895841034,75,77.01277694563568,60,64.13328497754658,30,33.618338907342554,-130,-124.68339599090555,30,27.215649888946682
117,1,-1,-1,-85,-75.87005239440413,75,76.69209084724491,60,59.176534352048456,30,26.85127386557739,-130,-126.2402870524436,30,24.87581074430308
476,1,-1,1,115,119.40155306984207,-105,-99.46921365004202,-120,-119.51225408188446,-150,-140.64737586234904,-120,-117.17409373056844,40,41.97634560621182
192,1,-1,1,115,117.14674293613318,-105,-102.43985346074436,-120,-113.81504908903416,-150,-151.99026834561903,-120,-118.39666767313487,40,47.60045436077482
254,1,-1,1,115,111.86235077926598,-105,-100.10501012563634,-120,-130.0047537304874,-150,-150.72651041849426,-120,-120.40302161548384,40,45.500741636693746
383,1,-1,-1,-85,-87.28532256942518,75,70.68962251374013,60,60.14526702538717,30,31.285887788687862,-130,-135.16315285935053,30,29.07686376966847
177,1,-1,-1,-85,-87.32336627801097,75,81.09122997573306,60,62.17961536470034,30,32.85223395386374,-130,-135.52751303255428,30,22.16718164946255
16,-1,-1,1,-105,-103.84772757004004,115,118.93345252265233,-150,-153.69094215161627,-120,-109.28556654053901,40,43.572927067115614,-120,-127.15441576523303
128,1,-1,1,115,115.73113996606216,-105,-106.94056781330453,-120,-123.35481046773201,-150,-150.6744688394099,-120,-126.60615116268256,40,40.391470587033034
196,1,-1,1,115,111.32095590503887,-105,-107.92268240665814,-120,-126.23464688284669,-150,-147.1005772301792,-120,-119.01772372802294,40,42.93095088248886
496,1,-1,1,115,111.89125372539795,-105,-95.93915409313793,-120,-119.22478814823494,-150,-152.5029093606966,-120,-120.49441522899347,40,38.89315313967044
168,1,-1,1,115,112.56757527530004,-105,-106.45878107576624,-120,-130.73052749032692,-150,-162.7562406402422,-120,-124.24693842636937,40,31.009228563711154
489,1,-1,-1,-85,-82.89619656295636,75,73.57621752907201,60,59.45737472264924,30,30.784404579439947,-130,-123.6746793217537,30,34.96319693443877
29,1,-1,-1,-85,-87.15651651902995,75,81.90029746157732,60,60.50580113969093,30,33.76741108316392,-130,-127.11488760502394,30,19.09016996030327
369,1,-1,-1,-85,-97.30642824155844,75,75.68181322815326,60,64.03381287977656,30,20.621476824758638,-130,-134.10786274467884,30,30.55243422048652
133,1,-1,-1,-85,-78.17323334075428,75,83.07104852365977,60,56.95161372979233,30,31.07795242225145,-130,-129.43392502781106,30,35.9908809752194
447,1,-1,-1,-85,-83.0701851106739,75,76.52138110844948,60,63.202292136719315,30,28.095738656062554,-130,-125.48809718107815,30,32.338428235593526
358,1,-1,1,115,114.12597076477921,-105,-102.85337645143416,-120,-121.67788169888856,-150,-153.9775822626607,-120,-122.84873355807436,40,38.2754479747973
239,1,-1,-1,-85,-90.6189256579431,75,82.76120445015013,60,64.60155055386085,30,22.691497912493737,-130,-126.34776986819558,30,22.79638915159402
126,1,-1,1,115,109.00298929564622,-105,-101.07033502638427,-120,-126.49491583748349,-150,-145.92157246691983,-120,-116.41679176512613,40,45.218954301635684
398,1,-1,1,115,107.69390112716505,-105,-105.15249299896347,-120,-119.36740921427402,-150,-148.97764817441885,-120,-118.83198738708577,40,44.04639000040711
453,1,-1,-1,-85,-83.74928071898465,75,71.87274175580026,60,57.63713210086076,30,39.46589036725224,-130,-131.71950482120258,30,31.080156713141847
105,1,-1,-1,-85,-75.5624005816154,75,74.89842731392888,60,57.629309198848034,30,31.821571055268063,-130,-137.9238339219155,30,20.638621363167722
60,1,-1,1,115,120.84530966409733,-105,-109.28711896102882,-120,-122.90264219146509,-150,-141.14087533511383,-120,-128.85221894570034,40,39.91645426678661
286,1,-1,1,115,123.31400721479962,-105,-111.34623591648932,-120,-124.92548478729435,-150,-152.08588943304855,-120,-123.39363716332412,40,44.835472747187765
367,1,-1,-1,-85,-79.57994128442863,75,69.87703990584424,60,58.34876610056395,30,32.387569672943656,-130,-130.6277344409705,30,31.30695507728304
145,1,-1,-1,-85,-81.52139453798918,75,72.90653711868976,60,58.731829868814216,30,33.56035854261042,-130,-129.27314492649035,30,30.557779700194875
362,1,-1,1,115,111.60429116532804,-105,-108.31112161204318,-120,-118.48414822158001,-150,-151.20872901366351,-120,-125.81808325954066,40,40.10891305214483
232,1,-1,1,115,124.18789796415824,-105,-110.60909030514914,-120,-116.41572300321818,-150,-150.83866981052878,-120,-119.90645949911188,40,42.89926304610196
188,1,-1,1,115,116.96463520670113,-105,-102.470778522318,-120,-125.03840596131349,-150,-143.19705316173253,-120,-120.51580765852229,40,39.68496984703139
427,1,-1,-1,-85,-91.678838830157,75,68.12093353631525,60,61.53944790917146,30,31.09976960128746,-130,-130.1806022248774,30,35.572848349574734
19,-1,-1,-1,75,77.81727146557773,-85,-83.3702994271786,30,31.911182295349494,60,61.714515100943615,30,24.74490745292707,-130,-127.81640982451997
173,1,-1,-1,-85,-77.9916827429766,75,79.49640465195411,60,58.30543848389753,30,31.436739209983198,-130,-137.81261120709124,30,33.3103154751958
479,1,-1,-1,-85,-80.71808233087901,75,79.40259333863945,60,53.19890553925662,30,36.877910973534064,-130,-131.27136356049107,30,39.24944932955995
451,1,-1,-1,-85,-77.46201891032435,75,69.79282654341998,60,72.45079259658823,30,32.6032583946141,-130,-132.89583450254275,30,34.584272165213676
449,1,-1,-1,-85,-80.32574537364,75,74.29122821714262,60,64.74482459658982,30,31.481177879788483,-130,-127.57427194845621,30,29.40149252259707
309,1,-1,-1,-85,-95.7003508060529,75,80.29525029066224,60,61.85408220912063,30,36.94793083107664,-130,-130.16122805352637,30,34.18521879527395
70,1,-1,1,115,105.31332004288095,-105,-101.87721279070337,-120,-113.29852472339577,-150,-147.25825790985735,-120,-121.8850648270388,40,33.80560744438348
272,1,-1,1,115,116.07917111531458,-105,-102.99159827201144,-120,-124.68725949741726,-150,-145.62038393906067,-120,-129.10182922562325,40,28.529878669290518
216,1,-1,1,115,110.98928060053086,-105,-97.02656069172752,-120,-112.16201884398144,-150,-146.55387440216285,-120,-123.1489604943733,40,36.82231456696525
445,1,-1,-1,-85,-84.2368962259967,75,70.31613144765866,60,61.552244797246765,30,20.997389644902164,-130,-126.13258348494158,30,29.099405771872927
204,1,-1,1,115,120.74335805617731,-105,-104.54206979517978,-120,-116.48944637438811,-150,-148.30966225996175,-120,-111.74648038297983,40,36.77367509538239
31,1,-1,-1,-85,-90.82480250560863,75,74.29582223292853,60,57.304180153224266,30,31.137823111326203,-130,-135.6492372239993,30,32.52293007943976
99,1,-1,-1,-85,-77.91898541637777,75,68.80498005946427,60,60.881272089583575,30,26.558120639491293,-130,-137.72600030232812,30,29.524641262924288
301,1,-1,-1,-85,-94.46864266670569,75,77.02447225229825,60,49.25744541656311,30,27.806684581804777,-130,-139.85767077186708,30,27.698627486086497
9,-1,-1,-1,75,75.217425269043,-85,-79.25590999057057,30,31.443835907566967,60,64.0738894806642,30,29.62237736523433,-130,-133.57491840162754
277,1,-1,-1,-85,-85.14933537682563,75,69.2341354613029,60,62.93893480112389,30,28.44851142297066,-130,-128.876038112162,30,24.975020240995015
