,T,Age,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
65,1,-1,-1,-85,-80.39723774642451,75,77.04697803489869,60,62.84903075894089,30,25.16436048459776,-130,-124.53788053336612,30,26.15286221380476
48,1,-1,1,115,113.4136947112388,-105,-103.5303576787792,-120,-120.74093285265059,-150,-158.1682705531406,-120,-122.9342371907325,40,35.662090080345116
229,1,-1,-1,-85,-83.05558678390564,75,70.06195801555681,60,58.129357698244675,30,29.953708078814827,-130,-137.67453680509985,30,33.07977800564005
169,1,-1,-1,-85,-86.43799305002332,75,63.45669934799884,60,58.61629505467108,30,28.540504320735742,-130,-123.17540067708809,30,37.808503652462306
483,1,-1,-1,-85,-83.53816816797139,75,74.29652789553778,60,55.53850784372424,30,33.15778284639324,-130,-129.1168437768163,30,30.952110931332587
328,1,-1,1,115,117.26629346573934,-105,-104.74486550086398,-120,-122.73924404173684,-150,-152.8110919012751,-120,-107.18713650427341,40,46.72469181057905
473,1,-1,-1,-85,-80.90738501934614,75,77.1399463595113,60,61.058588007051306,30,28.182458629393786,-130,-135.30663220907405,30,25.406475569315212
106,1,-1,1,115,115.96115634817411,-105,-109.37964501152598,-120,-114.7374147737578,-150,-147.85652442460778,-120,-112.52678063273952,40,40.955474353436166
469,1,-1,-1,-85,-78.7220149386688,75,73.56102755434262,60,55.84443488666541,30,33.95289853288864,-130,-141.49424334588224,30,32.40520627806898
389,1,-1,-1,-85,-86.21968981362261,75,66.01695062661132,60,54.60325986818168,30,24.7447123367676,-130,-137.610071654731,30,29.06918512872405
39,1,-1,-1,-85,-83.6627675647034,75,70.6835540030505,60,52.71585853382869,30,24.47033987659554,-130,-129.36021272609548,30,30.526212092722414
243,1,-1,-1,-85,-86.72244630917933,75,75.78382947070789,60,62.35787952947203,30,31.82366930778506,-130,-133.69893722794464,30,26.326920235859234
179,1,-1,-1,-85,-77.53728851805415,75,81.96337544700636,60,61.09607664214689,30,27.84235635910732,-130,-140.21006913560836,30,22.508446434027267
108,1,-1,1,115,111.14959578031922,-105,-102.80790159921312,-120,-126.85228847522778,-150,-147.09257931216473,-120,-122.7131008326006,40,32.1288939438607
156,1,-1,1,115,121.0195841136189,-105,-100.1929747523804,-120,-121.83221043209042,-150,-152.35294443469908,-120,-117.12358182352702,40,40.91587031943117
383,1,-1,-1,-85,-82.3421456859058,75,67.08357879478699,60,71.55989127644052,30,32.07156607413464,-130,-126.89727229966783,30,21.766242178133542
182,1,-1,1,115,119.85795265224318,-105,-103.97249960874986,-120,-122.94547339092352,-150,-154.78926623821042,-120,-122.92251665724699,40,39.55632175335087
343,1,-1,-1,-85,-81.18363385793648,75,76.12665172095862,60,67.18859747377843,30,30.45006581787166,-130,-123.84976059300986,30,31.06493079684826
67,1,-1,-1,-85,-85.93876162949469,75,71.9603709457224,60,69.6110639232816,30,41.121019888531265,-130,-132.55663178780233,30,35.305987189472006
451,1,-1,-1,-85,-77.92672508571638,75,84.30862022617336,60,62.638290048910314,30,32.41673078876276,-130,-121.26248868813717,30,33.19145675118844
167,1,-1,-1,-85,-84.87243286020922,75,70.66445836619197,60,57.013348041156114,30,17.13279722807691,-130,-124.49855646585411,30,25.00257713037178
337,1,-1,-1,-85,-90.07116254653417,75,78.8889742344903,60,49.9727050115845,30,26.368101905013017,-130,-121.38317726292375,30,29.187383309437752
334,1,-1,1,115,115.3896505584842,-105,-107.87253865341067,-120,-114.78452014852547,-150,-152.1355528310333,-120,-120.95949234076912,40,40.455638465733145
369,1,-1,-1,-85,-82.68057738952362,75,83.87413872159632,60,52.07855492190515,30,37.03381749193011,-130,-133.91470414700828,30,33.39968533477288
104,1,-1,1,115,110.80029083191256,-105,-94.47476809456816,-120,-122.81971695789595,-150,-153.38109292513505,-120,-112.56431255081296,40,39.60984530603192
88,1,-1,1,115,109.37804717895422,-105,-105.04060868732763,-120,-121.31318667147445,-150,-156.77053962138157,-120,-118.57339449272249,40,37.038681517601276
272,1,-1,1,115,111.19699033014189,-105,-105.87287738816323,-120,-112.68892676705136,-150,-146.4621194869057,-120,-121.06475306070348,40,39.429457742156885
1,-1,-1,-1,75,74.91688942586418,-85,-90.15452706332668,30,19.324291107983623,60,62.88886597449509,30,27.309475100320185,-130,-137.6907202841193
495,1,-1,-1,-85,-80.88589078932847,75,76.4854939002119,60,64.8176605416055,30,38.23730199171955,-130,-126.89712468465724,30,27.771707827938883
37,1,-1,-1,-85,-85.99861253755935,75,77.9534503239513,60,59.82534217364546,30,31.569049872884907,-130,-133.15769520090566,30,30.396110815582364
153,1,-1,-1,-85,-91.17722911163582,75,77.4012775762496,60,64.9590493753912,30,26.322160096769714,-130,-132.40900436597096,30,27.880986123943977
55,1,-1,-1,-85,-81.80488931659576,75,77.92643748888466,60,74.93563798880456,30,32.13168693999653,-130,-129.28535686292608,30,35.61938602378436
26,1,-1,1,115,111.6696778046013,-105,-99.73303653762305,-120,-124.95366773823093,-150,-148.9898740853633,-120,-125.4248626424603,40,40.92672610628012
222,1,-1,1,115,117.51426439022792,-105,-114.75105975320399,-120,-112.84931666773828,-150,-144.16304025046102,-120,-117.05773480997813,40,36.19572833749738
366,1,-1,1,115,116.07354325333284,-105,-108.41997048874575,-120,-128.21265016766085,-150,-157.6928376850786,-120,-121.45503678669657,40,46.21757200833067
472,1,-1,1,115,117.08500001331245,-105,-101.86986124804747,-120,-113.1728677760584,-150,-149.8831379533214,-120,-118.52368271151137,40,39.39682038585814
407,1,-1,-1,-85,-88.7726790517608,75,79.01825067264349,60,53.19948178147907,30,29.34728994687087,-130,-129.22137479060078,30,29.21762548326167
293,1,-1,-1,-85,-91.59255427481561,75,72.01974432258514,60,60.15814787575042,30,26.405840031545875,-130,-130.53679620786954,30,35.42373696026481
379,1,-1,-1,-85,-92.83019947759605,75,73.20430601529863,60,56.57157216450136,30,34.55697688283072,-130,-140.2751338695976,30,27.80826246515023
433,1,-1,-1,-85,-83.83888225105993,75,79.2451607196681,60,60.219477391226086,30,19.920121596567313,-130,-132.28410373788287,30,35.18318491539543
160,1,-1,1,115,118.53125634681392,-105,-101.86368785229239,-120,-108.65080677343636,-150,-154.70285418145292,-120,-118.53250861936833,40,44.49853781225672
478,1,-1,1,115,119.69628613886937,-105,-104.45365768294376,-120,-114.75595449953866,-150,-152.86698128403643,-120,-115.24998008647978,40,40.70250322347923
80,1,-1,1,115,117.49319187859001,-105,-114.18306492330547,-120,-114.19938870768848,-150,-146.97925464112458,-120,-124.7357112518399,40,45.12880496305355
281,1,-1,-1,-85,-80.84700962317501,75,75.02982967597343,60,63.18592412990846,30,21.806106966270807,-130,-129.40925284167278,30,29.115624375799893
428,1,-1,1,115,116.8247511123445,-105,-103.96462159153178,-120,-120.11096302679378,-150,-150.9606160421241,-120,-122.69810830018025,40,38.022618166111535
361,1,-1,-1,-85,-81.38680905972835,75,72.86056646637448,60,53.71777509969759,30,30.586082128980337,-130,-133.2906450546329,30,32.24827524042771
496,1,-1,1,115,119.39402198530907,-105,-109.21944708779316,-120,-122.20440367737555,-150,-155.88520910246424,-120,-121.26285047540215,40,45.0114840411475
221,1,-1,-1,-85,-87.49746146292314,75,82.88873523174773,60,74.65395919789448,30,29.488936764855346,-130,-122.75857559848713,30,28.69205018048665
311,1,-1,-1,-85,-82.87288079631037,75,79.13212572384342,60,63.54930666339554,30,45.85219922491112,-130,-125.40813301905777,30,37.15078476187216
266,1,-1,1,115,111.94523645873196,-105,-102.0866812822533,-120,-120.97305579164345,-150,-153.89620592907187,-120,-128.51107694376867,40,40.25977192402427
434,1,-1,1,115,112.1899183251426,-105,-106.35814866181066,-120,-117.5430219986944,-150,-155.22341182190576,-120,-121.12840373860473,40,41.20444702359235
60,1,-1,1,115,115.7042921695773,-105,-98.461166041279,-120,-120.11588982493454,-150,-152.4392550944138,-120,-121.61366035248703,40,43.80905961935245
57,1,-1,-1,-85,-93.58712603841123,75,73.73822909823481,60,58.873587138161824,30,25.41108748527824,-130,-120.28152613024683,30,32.312781805056396
202,1,-1,1,115,116.71928858094337,-105,-106.91867303014772,-120,-123.80175295812784,-150,-152.3839238922248,-120,-109.23835569681577,40,43.48859218370246
425,1,-1,-1,-85,-81.85574359826026,75,66.64326303667792,60,60.851046612847654,30,33.63583379251764,-130,-132.54656776315508,30,33.80520867859587
381,1,-1,-1,-85,-92.45816601612721,75,73.69477176429257,60,62.12262606539149,30,28.874626220234706,-130,-125.60631701386667,30,28.866214230434874
268,1,-1,1,115,116.44948806181445,-105,-100.1651139957506,-120,-123.21656655267051,-150,-151.5454160554084,-120,-112.91331161091375,40,42.018923679792394
201,1,-1,-1,-85,-89.82799158332074,75,92.65893194630948,60,58.2476504708995,30,20.26324559776231,-130,-123.17092789860624,30,31.312925273387442
377,1,-1,-1,-85,-85.44385980959142,75,91.46601328183418,60,67.4677195693932,30,43.84649416552891,-130,-135.05404874439324,30,35.42549005073321
141,1,-1,-1,-85,-86.79517801393291,75,73.13350311824452,60,62.42942454531546,30,27.982924578056586,-130,-126.68116755735701,30,37.02019179413802
227,1,-1,-1,-85,-78.07494357160417,75,66.3632796821847,60,59.93781190634499,30,25.153193508588615,-130,-129.356314080348,30,26.21784388563273
325,1,-1,-1,-85,-89.04369906238188,75,72.58762785175396,60,57.515557000499484,30,29.648479121477042,-130,-129.11999194330954,30,20.2624666056579
128,1,-1,1,115,122.38845866104283,-105,-101.87943321846292,-120,-123.40375345990779,-150,-149.53953814592768,-120,-125.25744594606601,40,35.822849182308985
6,-1,-1,1,-105,-107.39687817944852,115,107.17468050687059,-150,-146.08378054665857,-120,-125.56386808359733,40,47.082755358415156,-120,-117.17744623696315
189,1,-1,-1,-85,-87.2670081629069,75,72.73864685132746,60,50.22899215696639,30,30.62078474161964,-130,-118.99075522502238,30,26.17738899570898
111,1,-1,-1,-85,-92.28307798656009,75,76.3260930238254,60,69.07091349910249,30,34.558953242497225,-130,-137.38510029882906,30,32.359382605941065
308,1,-1,1,115,121.87122852590682,-105,-92.50480131867286,-120,-127.36189261329547,-150,-139.56530020724506,-120,-114.09213340411104,40,34.742237941443534
298,1,-1,1,115,122.6322521635306,-105,-109.76552891783007,-120,-119.15380971609184,-150,-154.45151770029543,-120,-118.22942780513411,40,44.73754224735277
63,1,-1,-1,-85,-89.4312721694396,75,78.0855221036163,60,62.38966396637555,30,32.65105932814207,-130,-130.24844526469187,30,33.81664006908635
7,-1,-1,-1,75,76.27094899582454,-85,-85.7181556958018,30,32.895766566503276,60,66.07821666894225,30,28.77564142957663,-130,-129.48266378009023
18,-1,-1,1,-105,-102.99321979246862,115,113.08498900781315,-150,-146.48184854294186,-120,-123.62518470106752,40,40.21080505029261,-120,-118.14224048880241
19,-1,-1,-1,75,70.81101703902675,-85,-93.939587290676,30,25.32924775370248,60,56.81669658825804,30,26.692315598781153,-130,-122.56231106829291
452,1,-1,1,115,109.26462324384562,-105,-105.50383404205387,-120,-117.21846709166103,-150,-152.14815443780643,-120,-118.75447771917273,40,37.12078969572807
172,1,-1,1,115,110.99815546095003,-105,-99.98722336969034,-120,-117.79701895485996,-150,-150.58809209506015,-120,-120.64337595991343,40,35.05832035908142
142,1,-1,1,115,122.13362195951173,-105,-97.116931306755,-120,-115.76659201876637,-150,-143.7535814695865,-120,-122.78473689305528,40,47.494713760733454
75,1,-1,-1,-85,-90.41641671532535,75,79.76205070049862,60,62.94824694311713,30,32.23250277850334,-130,-129.1769489677104,30,38.865748694357706
66,1,-1,1,115,109.82357501356665,-105,-111.36716411153962,-120,-123.1664033935177,-150,-149.530420741866,-120,-119.7462546251168,40,42.45765436682457
380,1,-1,1,115,114.98325063019246,-105,-111.26353629261325,-120,-119.27046056317236,-150,-147.33994267984164,-120,-119.22565909092368,40,46.340723181937896
276,1,-1,1,115,118.25198821533083,-105,-104.5638121524842,-120,-121.19848881205087,-150,-146.234595686029,-120,-117.7400159358536,40,41.60954024920938
53,1,-1,-1,-85,-82.86330015910553,75,71.30079057986882,60,50.990048871500264,30,29.454252530823183,-130,-131.6294738604622,30,35.56441841323536
43,1,-1,-1,-85,-87.17264735730788,75,74.65416670460378,60,60.18180018539999,30,20.842256810431188,-130,-138.45431252599133,30,29.611756085993456
122,1,-1,1,115,113.00780849986538,-105,-112.88429755353319,-120,-131.21640796555343,-150,-149.8719192303858,-120,-116.7808296503737,40,41.91683933137843
151,1,-1,-1,-85,-78.31835991319038,75,73.15155687994975,60,70.15245868938132,30,29.249980452654423,-130,-130.75273872246686,30,29.885181440355343
362,1,-1,1,115,127.18879045924109,-105,-100.24513579085713,-120,-129.2880083130887,-150,-155.7978153847909,-120,-125.93119970049614,40,37.96841195040218
363,1,-1,-1,-85,-79.07995936421392,75,66.48524335610703,60,63.32477265388652,30,32.575271482670544,-130,-124.55275203130223,30,33.53879622190725
247,1,-1,-1,-85,-98.18389170979589,75,72.61316853699252,60,55.56540422181617,30,22.595873324318916,-130,-127.49205784048135,30,34.77582760553735
14,-1,-1,1,-105,-100.51285342698233,115,109.58958153423038,-150,-141.4942637660719,-120,-118.98757097175964,40,32.784833359309744,-120,-121.24393892348971
45,1,-1,-1,-85,-78.1060194808543,75,77.77196473498182,60,59.2506462139296,30,29.15801817578857,-130,-126.21336564922825,30,24.751510658341555
8,-1,-1,1,-105,-102.23534422946456,115,109.71473151667755,-150,-154.5710381401321,-120,-116.91493968257349,40,32.476440641792735,-120,-123.79543534332633
176,1,-1,1,115,113.55510743061762,-105,-108.4909699105675,-120,-115.7356547137467,-150,-143.3093116891655,-120,-117.0669673869326,40,36.64361592273286
417,1,-1,-1,-85,-89.23269279677375,75,79.8668377783518,60,54.52150788282027,30,35.65601634473379,-130,-138.2476286363129,30,21.092450868843663
262,1,-1,1,115,122.72995186831065,-105,-105.17199712205807,-120,-113.24960926453132,-150,-157.53011083504117,-120,-116.06578664619836,40,39.9842179653397
198,1,-1,1,115,119.86067402746664,-105,-109.92247971092434,-120,-124.77993594735759,-150,-145.87293556227664,-120,-121.43966874033524,40,32.08804628459424
313,1,-1,-1,-85,-89.09520911634097,75,80.26145757081102,60,56.24256957053819,30,32.89269201287298,-130,-126.879194563773,30,29.90451550903931
69,1,-1,-1,-85,-94.68193842935044,75,66.21113009739673,60,54.387441085421734,30,18.104578110996904,-130,-129.54284389804346,30,21.63348596106719
126,1,-1,1,115,103.69916784983663,-105,-111.57954464910364,-120,-117.84620864871493,-150,-153.19715679194212,-120,-125.63392922770787,40,43.714869490493534
161,1,-1,-1,-85,-89.15123669672766,75,73.8786281070117,60,66.0449519790423,30,27.974901977993255,-130,-126.85474075629926,30,26.927868466671832
323,1,-1,-1,-85,-83.43655123393137,75,76.1029871162765,60,51.63422624479882,30,25.341212530107896,-130,-129.6561899813382,30,27.775114635423375
410,1,-1,1,115,107.93340376989363,-105,-108.6994366804508,-120,-121.70602802032052,-150,-151.69267547237948,-120,-114.76015302312844,40,36.28265853014168
274,1,-1,1,115,121.47046998567399,-105,-97.03874638778849,-120,-111.54223692170797,-150,-153.94494630188169,-120,-117.94036402901355,40,45.93967976965629
450,1,-1,1,115,107.26145011816543,-105,-103.03696690810905,-120,-121.89073508582867,-150,-148.16827722709724,-120,-126.3973349326846,40,45.78361863541102
188,1,-1,1,115,109.7292112981205,-105,-110.6858975816766,-120,-119.29982721588166,-150,-142.9508464456412,-120,-123.58489730802923,40,48.41450557081242
13,-1,-1,-1,75,71.56814752154018,-85,-83.35234828326,30,31.106785528576264,60,64.7328706977602,30,32.46753378418998,-130,-134.02600656083476
42,1,-1,1,115,116.09114848350625,-105,-111.18518547892003,-120,-113.26366802388856,-150,-145.77921437590558,-120,-118.25964177607658,40,43.158901568284506
46,1,-1,1,115,116.76628394123662,-105,-101.88276842088557,-120,-128.98922242459372,-150,-148.9544370423217,-120,-116.38859793225261,40,37.08778682063462
354,1,-1,1,115,116.19608068272568,-105,-103.74510989271924,-120,-120.18467854630332,-150,-157.34661325776392,-120,-119.53055412647389,40,44.16286582664384
100,1,-1,1,115,115.07972139798544,-105,-100.69014914617544,-120,-124.23762322034293,-150,-149.49676011011275,-120,-123.7290937202381,40,42.18498705143032
317,1,-1,-1,-85,-89.28970936438098,75,78.49646628434002,60,62.26925264064382,30,34.35031822964269,-130,-131.02742300649447,30,29.46511385155204
